Longitude,Latitude,Chl a Dec-Mar
10.5,-67,0.5299
12.5,-58.5,0.5299
-42.5,-56,0.5301
85.5,-63,0.5301
161.5,-47,0.5301
-45.5,-57,0.5303
157.5,-46,0.5305
-33.5,-46,0.5307
-25.5,-66,0.5308
-37.5,-61,0.531
-29.5,-49.5,0.531
82.5,-62.5,0.531
-41.5,-41.5,0.5311
176.5,-43.5,0.5311
-150.5,-67,0.5312
-18.5,-55.5,0.5312
-15.5,-65.5,0.5314
10.5,-62,0.5314
40.5,-42.5,0.5314
45.5,-42,0.5314
-38.5,-56.5,0.5315
-6.5,-49.5,0.5315
67.5,-42,0.5315
-163.5,-71,0.5316
-155.5,-73,0.5316
-29.5,-43.5,0.5316
-24.5,-67.5,0.5317
-12.5,-50.5,0.5318
-32.5,-62.5,0.5319
150.5,-46,0.5319
15.5,-42.5,0.532
-45.5,-49,0.5321
-27.5,-42.5,0.5322
153.5,-62,0.5322
-134.5,-66,0.5323
-59.5,-47,0.5323
2.5,-65.5,0.5323
-157.5,-65.5,0.5324
-29.5,-53,0.5324
-9.5,-58,0.5324
5.5,-63,0.5324
165.5,-44,0.5324
24.5,-41.5,0.5325
82.5,-61,0.5327
162.5,-47,0.5327
-36.5,-60.5,0.5328
-120.5,-71.5,0.5329
-38.5,-47.5,0.5329
-15.5,-69,0.5329
-2.5,-64,0.5329
77.5,-49,0.5329
169.5,-64.5,0.5329
-14.5,-69,0.533
2.5,-60.5,0.533
37.5,-41,0.5331
-47.5,-57,0.5332
-34.5,-65,0.5333
-153.5,-69.5,0.5334
-41.5,-57.5,0.5334
-37.5,-78,0.5335
-22.5,-70.5,0.5336
-52.5,-59.5,0.5337
-11.5,-58.5,0.5337
-4.5,-64,0.5338
8.5,-67,0.5338
30.5,-69,0.5338
29.5,-69,0.5339
171.5,-65,0.5339
-131.5,-66,0.534
12.5,-63.5,0.534
-21.5,-59,0.5343
10.5,-62.5,0.5343
-57.5,-48,0.5344
-51.5,-42,0.5344
-20.5,-58,0.5346
-18.5,-69.5,0.5346
-8.5,-60.5,0.5346
40.5,-41,0.5346
-175.5,-44,0.5347
-154.5,-69.5,0.5348
-37.5,-66.5,0.5348
-40.5,-56.5,0.5349
41.5,-41,0.5349
64.5,-41.5,0.535
-123.5,-71.5,0.5351
-160.5,-71.5,0.5352
-59.5,-47.5,0.5352
86.5,-64.5,0.5352
88.5,-61.5,0.5352
33.5,-67.5,0.5353
-41.5,-48,0.5354
23.5,-41,0.5354
179.5,-47.5,0.5354
-34.5,-58,0.5355
-26.5,-55,0.5355
-10.5,-40.5,0.5355
-46.5,-53,0.5358
-17.5,-63,0.5358
-60.5,-54,0.5359
-30.5,-42,0.5359
-26.5,-51.5,0.5359
-2.5,-66,0.5359
36.5,-41.5,0.5359
147.5,-45.5,0.536
-163.5,-66,0.5361
-39.5,-56.5,0.5361
-33.5,-56.5,0.5361
2.5,-60,0.5361
-21.5,-60,0.5363
22.5,-41,0.5363
-75.5,-41.5,0.5366
-41.5,-58,0.5366
-27.5,-41.5,0.5367
-14.5,-63,0.5367
154.5,-61.5,0.5368
88.5,-65,0.5369
-52.5,-49,0.537
-6.5,-47.5,0.537
46.5,-41.5,0.5371
85.5,-63.5,0.5371
-34.5,-55,0.5372
-15.5,-55,0.5374
-155.5,-66.5,0.5375
-29.5,-42.5,0.5375
-29.5,-42,0.5375
8.5,-62.5,0.5375
73.5,-66.5,0.5375
-152.5,-71.5,0.5376
80.5,-61,0.5376
-43.5,-60,0.5377
84.5,-64.5,0.5377
-158.5,-68.5,0.5378
-144.5,-75.5,0.5378
-58.5,-67.5,0.5378
-38.5,-70.5,0.5378
-32.5,-41.5,0.5378
-160.5,-65.5,0.5379
-35.5,-49.5,0.5379
148.5,-45.5,0.5379
-156.5,-67.5,0.538
-32.5,-44.5,0.538
-40.5,-54,0.5381
-17.5,-41,0.5381
-52.5,-42.5,0.5382
87.5,-65,0.5382
162.5,-43.5,0.5382
-165.5,-73.5,0.5383
-154.5,-67,0.5383
-154.5,-65.5,0.5383
-30.5,-43,0.5383
9.5,-66.5,0.5383
83.5,-64.5,0.5383
-35.5,-42,0.5385
-42.5,-55,0.5386
-37.5,-69.5,0.5386
83.5,-58,0.5386
44.5,-42,0.5387
64.5,-41,0.5387
-41.5,-56,0.5388
28.5,-41.5,0.5388
-33.5,-44.5,0.5389
20.5,-43.5,0.5389
85.5,-65,0.539
-31.5,-65.5,0.5391
-164.5,-69,0.5392
-161.5,-66,0.5392
128.5,-64.5,0.5393
-153.5,-65.5,0.5394
-40.5,-57,0.5394
-159.5,-69,0.5395
-77.5,-51,0.5395
-38.5,-57.5,0.5395
-10.5,-51.5,0.5395
-41.5,-54,0.5396
77.5,-49.5,0.5396
-19.5,-51.5,0.5397
165.5,-49,0.5397
-48.5,-59.5,0.5398
-29.5,-43,0.5399
-16.5,-69.5,0.5399
80.5,-50.5,0.5399
-43.5,-41.5,0.54
-21.5,-58.5,0.54
6.5,-61,0.54
68.5,-48.5,0.54
34.5,-41.5,0.5401
-130.5,-71,0.5402
10.5,-64.5,0.5402
85.5,-59.5,0.5402
150.5,-45.5,0.5404
-46.5,-52.5,0.5405
-21.5,-52,0.5405
17.5,-43,0.5405
90.5,-63,0.5405
9.5,-62.5,0.5406
36.5,-42.5,0.5406
89.5,-63,0.5406
39.5,-41,0.5408
-18.5,-66.5,0.5412
76.5,-49,0.5412
153.5,-43.5,0.5412
-178.5,-67,0.5413
-175.5,-75.5,0.5413
-36.5,-49.5,0.5413
-34.5,-56.5,0.5413
-30.5,-44,0.5413
145.5,-45.5,0.5413
149.5,-45,0.5413
159.5,-64.5,0.5413
169.5,-66.5,0.5413
-43.5,-58,0.5414
151.5,-46,0.5414
159.5,-46,0.5414
-166.5,-71,0.5415
81.5,-62,0.5415
152.5,-46,0.5415
158.5,-46,0.5415
-31.5,-71.5,0.5416
72.5,-48.5,0.5416
177.5,-44.5,0.5416
-33.5,-45.5,0.5417
7.5,-61.5,0.5417
26.5,-41.5,0.5417
38.5,-41,0.5417
84.5,-63.5,0.5417
-64.5,-64,0.5418
-12.5,-62,0.5418
122.5,-65.5,0.5418
179.5,-48,0.5419
3.5,-59.5,0.542
-79.5,-69.5,0.5422
-41.5,-51,0.5423
-30.5,-42.5,0.5423
-11.5,-52.5,0.5423
6.5,-62,0.5424
8.5,-61,0.5424
-9.5,-40.5,0.5425
25.5,-41.5,0.5425
-165.5,-71,0.5426
-151.5,-69.5,0.5426
-87.5,-70,0.5426
-36.5,-78,0.5426
-28.5,-61.5,0.5426
-27.5,-55,0.5426
-63.5,-54.5,0.5427
-44.5,-55.5,0.5428
-16.5,-51,0.5428
-175.5,-43.5,0.5431
-13.5,-58,0.5431
-152.5,-66.5,0.5432
-12.5,-58,0.5433
-161.5,-65.5,0.5434
10.5,-65,0.5434
-166.5,-71.5,0.5435
148.5,-44.5,0.5435
157.5,-43.5,0.5435
163.5,-43.5,0.5435
11.5,-59.5,0.5437
157.5,-64,0.5437
-18.5,-65.5,0.5438
167.5,-47.5,0.5438
-53.5,-43,0.5439
-48.5,-64,0.5439
-42.5,-58,0.5439
-21.5,-56,0.5439
-15.5,-51,0.5439
166.5,-49,0.544
87.5,-64.5,0.5442
159.5,-67.5,0.5442
-39.5,-63.5,0.5443
-31.5,-67.5,0.5443
-156.5,-68,0.5444
45.5,-41.5,0.5444
-156.5,-69,0.5445
-19.5,-66.5,0.5445
161.5,-46.5,0.5445
-41.5,-67,0.5446
-37.5,-49.5,0.5446
-35.5,-47,0.5447
144.5,-44,0.5448
-37.5,-60.5,0.5449
-29.5,-61.5,0.5449
-154.5,-72,0.545
-83.5,-69.5,0.545
95.5,-63.5,0.545
166.5,-64,0.545
-40.5,-56,0.5452
-40.5,-55.5,0.5452
-36.5,-65,0.5452
87.5,-63.5,0.5452
15.5,-42,0.5453
-17.5,-58,0.5454
-4.5,-66.5,0.5454
13.5,-67,0.5454
-8.5,-65,0.5455
150.5,-44,0.5455
155.5,-63.5,0.5455
-35.5,-53,0.5456
-34.5,-57.5,0.5456
90.5,-63.5,0.5456
-18.5,-60,0.5457
109.5,-65,0.5457
-78.5,-48,0.5458
163.5,-48,0.5458
8.5,-63,0.5459
9.5,-61,0.5459
-47.5,-63.5,0.546
-46.5,-55.5,0.546
-16.5,-51.5,0.5461
7.5,-60.5,0.5461
161.5,-43.5,0.5462
-37.5,-57,0.5463
-33.5,-45,0.5463
-37.5,-62.5,0.5464
-32.5,-65.5,0.5464
-169.5,-74,0.5465
-56.5,-52,0.5465
-31.5,-61.5,0.5465
13.5,-58.5,0.5465
100.5,-63.5,0.5465
-161.5,-71.5,0.5466
-151.5,-70.5,0.5467
89.5,-62,0.5467
149.5,-44.5,0.5467
158.5,-43.5,0.5467
-152.5,-67,0.5469
-151.5,-65.5,0.5469
155.5,-46,0.5469
-11.5,-63.5,0.547
23.5,-41.5,0.5471
81.5,-61,0.5471
154.5,-46,0.5471
-123.5,-72,0.5472
-34.5,-46.5,0.5472
-19.5,-65.5,0.5472
-9.5,-50.5,0.5472
167.5,-48.5,0.5472
-155.5,-65.5,0.5473
-34.5,-45.5,0.5473
-21.5,-66,0.5473
81.5,-62.5,0.5473
-5.5,-68,0.5474
31.5,-41.5,0.5474
-179.5,-67.5,0.5475
146.5,-45.5,0.5475
-148.5,-68,0.5476
-31.5,-44.5,0.5476
-15.5,-58,0.5476
-14.5,-58,0.5476
-164.5,-73.5,0.5478
-149.5,-69,0.5479
166.5,-65.5,0.5479
172.5,-64,0.5479
-28.5,-43,0.548
-77.5,-43.5,0.5481
-45.5,-41.5,0.5481
23.5,-42,0.5481
-33.5,-41.5,0.5482
-47.5,-60,0.5483
174.5,-73,0.5483
-1.5,-64.5,0.5484
-164.5,-72,0.5486
-10.5,-40,0.5486
152.5,-44,0.5486
-23.5,-67,0.5488
148.5,-45,0.5488
-14.5,-54,0.5489
-11.5,-69.5,0.5489
160.5,-43.5,0.5489
8.5,-67.5,0.549
9.5,-68,0.549
-160.5,-67.5,0.5492
27.5,-41.5,0.5492
171.5,-64,0.5492
-12.5,-63,0.5493
-20.5,-58.5,0.5494
-20.5,-65.5,0.5495
30.5,-67.5,0.5496
-161.5,-70.5,0.5497
-155.5,-70,0.5497
-30.5,-43.5,0.5497
-154.5,-70.5,0.5498
29.5,-43,0.5498
1.5,-65.5,0.5499
-31.5,-62,0.55
-23.5,-57,0.5502
87.5,-63,0.5502
175.5,-43.5,0.5504
85.5,-61.5,0.5506
-43.5,-48.5,0.5507
21.5,-43.5,0.5507
-15.5,-54.5,0.5508
-157.5,-70.5,0.5509
-37.5,-59.5,0.551
1.5,-63.5,0.551
-42.5,-68,0.5511
-19.5,-58.5,0.5511
19.5,-41,0.5511
22.5,-41.5,0.5511
86.5,-62.5,0.5512
-177.5,-65.5,0.5514
-42.5,-57.5,0.5514
-18.5,-63,0.5514
156.5,-43.5,0.5514
159.5,-43.5,0.5514
-46.5,-48.5,0.5515
-37.5,-47,0.5516
-19.5,-68.5,0.5516
80.5,-50,0.5516
-49.5,-49,0.5517
43.5,-42,0.5517
-47.5,-42.5,0.5518
-39.5,-67.5,0.5518
6.5,-63,0.5518
20.5,-69,0.5518
25.5,-43,0.5518
-3.5,-66,0.5519
114.5,-64.5,0.5519
-37.5,-64,0.5521
7.5,-61,0.5521
20.5,-41,0.5521
-46.5,-42,0.5522
-31.5,-63.5,0.5522
-25.5,-67,0.5522
76.5,-66.5,0.5522
-39.5,-48,0.5523
25.5,-42,0.5523
144.5,-44.5,0.5523
146.5,-45,0.5523
174.5,-64,0.5523
-21.5,-55,0.5524
-12.5,-52.5,0.5524
7.5,-63,0.5525
-38.5,-57,0.5526
-41.5,-55,0.5527
151.5,-44,0.5527
-16.5,-65.5,0.5529
-138.5,-72.5,0.553
-32.5,-60,0.553
-14.5,-62,0.553
11.5,-64,0.5531
-32.5,-64,0.5532
-37.5,-58.5,0.5533
-20.5,-56,0.5533
21.5,-41,0.5533
170.5,-64.5,0.5533
-155.5,-69.5,0.5534
-151.5,-68.5,0.5534
-28.5,-42,0.5534
-18.5,-63.5,0.5534
-12.5,-62.5,0.5534
16.5,-41.5,0.5534
-121.5,-70.5,0.5536
-156.5,-68.5,0.5537
-68.5,-56.5,0.5537
-44.5,-53.5,0.5537
167.5,-65.5,0.5537
-27.5,-42,0.5539
27.5,-68,0.5539
159.5,-65,0.5539
-40.5,-58,0.554
156.5,-66.5,0.5541
-49.5,-43,0.5542
-33.5,-65.5,0.5542
-3.5,-63.5,0.5542
85.5,-62,0.5542
152.5,-66,0.5542
-151.5,-66,0.5543
-50.5,-42,0.5543
-13.5,-66,0.5543
41.5,-42,0.5543
-45.5,-55.5,0.5545
-23.5,-55.5,0.5546
-22.5,-66,0.5546
-48.5,-49,0.5547
-18.5,-59.5,0.5547
22.5,-42,0.5547
147.5,-45,0.5547
154.5,-43.5,0.5547
-154.5,-73,0.5548
8.5,-62,0.5548
33.5,-68.5,0.5548
-31.5,-42,0.5554
-23.5,-56,0.5554
8.5,-60.5,0.5554
-173.5,-75.5,0.5555
-19.5,-64,0.5555
156.5,-63.5,0.5555
-166.5,-66.5,0.5557
-76.5,-42.5,0.5557
160.5,-46,0.5557
-35.5,-57,0.5558
-7.5,-64.5,0.5558
10.5,-61.5,0.5558
-167.5,-67.5,0.5559
-49.5,-59.5,0.5559
-47.5,-63,0.5559
-42.5,-55.5,0.5559
-19.5,-55.5,0.556
-38.5,-55,0.5561
-39.5,-55.5,0.5562
-14.5,-65,0.5562
3.5,-65.5,0.5563
89.5,-63.5,0.5564
84.5,-60,0.5565
159.5,-45.5,0.5565
-42.5,-48,0.5566
-37.5,-50,0.5566
153.5,-46,0.5566
-34.5,-46,0.5567
-152.5,-70,0.5569
-26.5,-68,0.5572
-7.5,-65,0.5572
161.5,-68.5,0.5572
-12.5,-63.5,0.5573
-52.5,-60,0.5574
-17.5,-51.5,0.5574
26.5,-42,0.5574
-40.5,-41.5,0.5575
35.5,-42.5,0.5575
169.5,-67.5,0.5575
-44.5,-57.5,0.5577
88.5,-64.5,0.5578
-54.5,-66.5,0.5579
-42.5,-56.5,0.5579
168.5,-48,0.5579
-55.5,-63,0.5581
-15.5,-65,0.5581
-7.5,-49,0.5581
-27.5,-66.5,0.5582
-179.5,-44,0.5583
42.5,-42,0.5584
80.5,-65.5,0.5584
-156.5,-65.5,0.5585
-45.5,-56,0.5585
-38.5,-62.5,0.5585
86.5,-63,0.5585
-27.5,-57,0.5586
9.5,-61.5,0.5587
152.5,-45.5,0.5587
175.5,-43,0.5587
0.5,-65,0.5588
28.5,-43,0.5588
-44.5,-41.5,0.5589
-28.5,-59,0.559
-23.5,-51.5,0.559
24.5,-42,0.559
25.5,-42.5,0.559
-3.5,-64.5,0.5592
147.5,-44.5,0.5592
-43.5,-66.5,0.5593
158.5,-68.5,0.5594
-160.5,-68.5,0.5595
-42.5,-57,0.5595
-161.5,-70,0.5596
160.5,-61.5,0.5596
-178.5,-65.5,0.5597
-34.5,-45,0.5597
75.5,-52,0.5597
-35.5,-59.5,0.5598
-155.5,-67.5,0.5599
-141.5,-73,0.5599
-163.5,-72.5,0.56
-104.5,-70.5,0.56
-12.5,-64.5,0.56
32.5,-66.5,0.56
-135.5,-72.5,0.5601
-46.5,-57,0.5601
164.5,-44,0.5601
-89.5,-67.5,0.5602
-34.5,-56,0.5602
-23.5,-55,0.5602
-40.5,-48,0.5603
-28.5,-42.5,0.5603
44.5,-41.5,0.5603
163.5,-65.5,0.5603
-160.5,-70,0.5604
18.5,-43,0.5604
-50.5,-49,0.5605
-159.5,-68,0.5606
145.5,-45,0.5606
-179.5,-65.5,0.5607
-45.5,-53,0.5607
73.5,-52.5,0.5608
150.5,-45,0.5608
163.5,-47.5,0.5608
30.5,-43,0.5609
150.5,-44.5,0.561
-25.5,-61,0.5611
-4.5,-67,0.5612
27.5,-43,0.5612
-56.5,-48,0.5615
-20.5,-56.5,0.5615
-78.5,-44.5,0.5616
145.5,-44,0.5616
146.5,-44.5,0.5616
-162.5,-70.5,0.5617
-29.5,-67,0.5617
151.5,-45.5,0.5618
-150.5,-68,0.5619
-43.5,-59,0.5619
103.5,-64.5,0.5619
151.5,-66,0.5619
160.5,-67,0.5619
166.5,-68,0.5619
-153.5,-66,0.562
-37.5,-46.5,0.562
12.5,-59,0.5621
83.5,-66,0.5621
153.5,-66,0.5621
-163.5,-68.5,0.5622
-158.5,-69,0.5622
-147.5,-73.5,0.5622
-59.5,-46.5,0.5623
-43.5,-58.5,0.5623
-36.5,-47,0.5625
-24.5,-61,0.5625
-18.5,-65,0.5625
-49.5,-63.5,0.5626
-39.5,-67,0.5626
151.5,-44.5,0.5626
177.5,-65.5,0.5626
-35.5,-46.5,0.5627
-26.5,-70,0.5627
86.5,-64,0.5627
176.5,-64.5,0.5627
-12.5,-64,0.5628
-30.5,-67.5,0.5629
93.5,-63.5,0.5629
-51.5,-49,0.563
-24.5,-71.5,0.563
83.5,-65.5,0.563
-129.5,-72,0.5631
-45.5,-58.5,0.5632
-20.5,-55.5,0.5632
156.5,-45.5,0.5633
-43.5,-57,0.5634
73.5,-49.5,0.5634
-21.5,-68,0.5635
98.5,-65,0.5635
172.5,-64.5,0.5635
26.5,-43,0.5637
-154.5,-67.5,0.5638
154.5,-66,0.5638
-152.5,-71,0.5639
-20.5,-64.5,0.5639
8.5,-61.5,0.564
11.5,-62.5,0.564
19.5,-43,0.564
164.5,-48.5,0.5641
-36.5,-57,0.5644
-13.5,-64.5,0.5646
-17.5,-60,0.5647
32.5,-66,0.5647
-38.5,-56,0.5648
168.5,-63,0.5648
-166.5,-68,0.5649
-34.5,-42,0.5649
-153.5,-71,0.5652
-130.5,-70.5,0.5652
123.5,-66.5,0.5652
-50.5,-42.5,0.5653
-163.5,-68,0.5655
-128.5,-71,0.5655
155.5,-45.5,0.5656
-33.5,-66,0.5657
-23.5,-57.5,0.5657
22.5,-43,0.566
161.5,-46,0.566
-59.5,-48,0.5661
-50.5,-65,0.5661
-153.5,-70.5,0.5662
32.5,-43,0.5662
178.5,-66,0.5662
-15.5,-63.5,0.5663
33.5,-41.5,0.5663
-129.5,-70.5,0.5664
-38.5,-63.5,0.5664
-13.5,-64,0.5664
154.5,-63,0.5664
-2.5,-65,0.5665
133.5,-65,0.5665
34.5,-42.5,0.5666
-46.5,-56,0.567
-41.5,-47.5,0.5671
-30.5,-52.5,0.5671
-156.5,-72,0.5672
-42.5,-47.5,0.5672
123.5,-65.5,0.5672
158.5,-45.5,0.5675
-28.5,-68,0.5677
76.5,-47.5,0.5678
-149.5,-65.5,0.5679
-31.5,-44,0.5679
-51.5,-59,0.568
153.5,-44,0.568
97.5,-64,0.5681
-10.5,-50,0.5682
162.5,-44,0.5682
81.5,-65.5,0.5683
3.5,-60,0.5684
159.5,-65.5,0.5685
-24.5,-71,0.5686
165.5,-44.5,0.5686
-47.5,-64,0.5687
-39.5,-47.5,0.5687
-50.5,-58.5,0.5689
35.5,-42,0.5689
131.5,-65,0.569
-38.5,-47,0.5691
-28.5,-55,0.5691
151.5,-45,0.5691
-158.5,-66,0.5693
146.5,-44,0.5693
24.5,-42.5,0.5694
-158.5,-70.5,0.5695
39.5,-42.5,0.5695
104.5,-64.5,0.5695
158.5,-44,0.5695
-17.5,-65.5,0.5696
-11.5,-52,0.5696
-25.5,-52,0.5698
-18.5,-59,0.5699
-43.5,-57.5,0.57
-30.5,-67,0.57
9.5,-66,0.57
29.5,-42.5,0.57
155.5,-45,0.57
-24.5,-51.5,0.5701
16.5,-61.5,0.5701
160.5,-67.5,0.5701
-151.5,-67,0.5703
-45.5,-48.5,0.5703
-38.5,-55.5,0.5703
-20.5,-52,0.5703
-18.5,-58.5,0.5703
-45.5,-59.5,0.5704
166.5,-62.5,0.5704
-33.5,-44,0.5706
162.5,-46.5,0.5707
-156.5,-66.5,0.5708
-32.5,-61,0.5708
145.5,-44.5,0.5708
-37.5,-63.5,0.571
-18.5,-51.5,0.571
179.5,-66.5,0.571
-155.5,-67,0.5711
-45.5,-56.5,0.5711
-20.5,-66.5,0.5712
157.5,-44,0.5712
-157.5,-68,0.5713
-8.5,-48.5,0.5713
155.5,-43.5,0.5713
-166.5,-68.5,0.5715
-21.5,-70,0.5715
-157.5,-71,0.5716
-150.5,-65.5,0.5716
10.5,-65.5,0.5716
-47.5,-48.5,0.5717
12.5,-67,0.5717
179.5,-65.5,0.5717
-168.5,-67.5,0.5718
-44.5,-48.5,0.5719
-59.5,-54,0.572
-39.5,-69,0.572
-6.5,-48,0.572
81.5,-61.5,0.572
-153.5,-67,0.5723
-54.5,-63.5,0.5723
-35.5,-46,0.5723
-26.5,-60.5,0.5723
-32.5,-44,0.5724
84.5,-58.5,0.5724
159.5,-44,0.5724
-26.5,-55.5,0.5726
-38.5,-67.5,0.5727
-39.5,-56,0.5728
-60.5,-68,0.5729
-34.5,-44.5,0.5729
-33.5,-60,0.5729
164.5,-48,0.5729
-54.5,-61.5,0.573
-8.5,-69,0.573
18.5,-41.5,0.573
-149.5,-68,0.5731
-152.5,-68,0.5732
-152.5,-65.5,0.5732
92.5,-63.5,0.5732
-23.5,-71,0.5733
-150.5,-68.5,0.5734
-44.5,-67,0.5735
-34.5,-63.5,0.5737
155.5,-63,0.5737
157.5,-45.5,0.5738
-59.5,-54.5,0.5739
-36.5,-60,0.5739
72.5,-47,0.574
102.5,-64,0.574
173.5,-73,0.574
-49.5,-64,0.5741
-38.5,-65,0.5742
27.5,-42,0.5742
-8.5,-49.5,0.5743
-48.5,-65.5,0.5744
-4.5,-64.5,0.5744
-155.5,-72,0.5745
156.5,-67,0.5745
-48.5,-58,0.5746
-36.5,-46.5,0.5746
-31.5,-42.5,0.5746
-164.5,-71,0.5747
-53.5,-60,0.5747
-7.5,-61,0.5747
-150.5,-69,0.5748
-47.5,-65,0.5748
11.5,-65.5,0.5749
31.5,-43,0.5749
169.5,-63.5,0.5749
-19.5,-59.5,0.5751
-4.5,-65.5,0.5751
26.5,-42.5,0.5751
84.5,-59.5,0.5751
-22.5,-52,0.5753
73.5,-48.5,0.5753
159.5,-45,0.5753
-45.5,-58,0.5754
-20.5,-59.5,0.5754
29.5,-42,0.5755
43.5,-41.5,0.5755
-50.5,-43,0.5756
-45.5,-66,0.5756
24.5,-43,0.5756
-167.5,-67,0.5757
-55.5,-62,0.5757
-7.5,-61.5,0.5757
3.5,-66.5,0.5757
-30.5,-61,0.5758
-9.5,-40,0.5758
110.5,-65,0.5759
-168.5,-68.5,0.576
-155.5,-66,0.576
-4.5,-67.5,0.576
-50.5,-63.5,0.5761
-35.5,-42.5,0.5761
-152.5,-66,0.5762
-58.5,-47.5,0.5763
-16.5,-64.5,0.5763
-14.5,-62.5,0.5763
-38.5,-46.5,0.5764
10.5,-64,0.5764
13.5,-67.5,0.5764
148.5,-42,0.5764
23.5,-43,0.5765
72.5,-49,0.5765
-6.5,-49,0.5766
170.5,-64,0.5766
-43.5,-53.5,0.5767
-14.5,-63.5,0.5767
177.5,-65,0.5767
-16.5,-58,0.5768
153.5,-44.5,0.5768
-43.5,-48,0.5769
164.5,-65.5,0.5769
-86.5,-67.5,0.577
20.5,-41.5,0.577
33.5,-42.5,0.577
-44.5,-57,0.5771
-21.5,-71,0.5771
-88.5,-67.5,0.5774
-52.5,-64.5,0.5774
-45.5,-59,0.5774
-3.5,-65,0.5774
-161.5,-67.5,0.5775
-43.5,-52.5,0.5775
-44.5,-59.5,0.5776
-46.5,-60,0.5777
-3.5,-67,0.5777
-42.5,-63.5,0.5778
126.5,-65,0.5778
-51.5,-59.5,0.5779
-3.5,-66.5,0.5779
152.5,-65.5,0.5779
-48.5,-43,0.578
-46.5,-56.5,0.578
-36.5,-42,0.578
-35.5,-54,0.578
-24.5,-56,0.578
21.5,-41.5,0.578
-44.5,-52.5,0.5781
156.5,-44,0.5781
-34.5,-59.5,0.5783
21.5,-42,0.5783
94.5,-63.5,0.5784
154.5,-44,0.5784
-50.5,-64.5,0.5785
50.5,-45.5,0.5785
160.5,-66,0.5785
-165.5,-69,0.5786
-177.5,-66,0.5788
-17.5,-65,0.5788
17.5,-42.5,0.5788
-149.5,-76,0.5789
-49.5,-64.5,0.5789
-41.5,-63,0.5789
-32.5,-63,0.5789
17.5,-41.5,0.5789
-37.5,-65.5,0.579
-32.5,-72.5,0.579
-36.5,-50,0.5791
-29.5,-66.5,0.5791
-29.5,-60,0.5791
-27.5,-50.5,0.5791
-53.5,-40,0.5793
-39.5,-47,0.5793
-21.5,-65,0.5793
8.5,-64,0.5793
32.5,-41.5,0.5793
163.5,-44,0.5793
-168.5,-70,0.5794
-129.5,-71.5,0.5794
-58.5,-61.5,0.5794
-9.5,-62.5,0.5795
-62.5,-54,0.5796
-167.5,-68,0.5797
-37.5,-46,0.5798
-15.5,-58.5,0.5798
-0.5,-68.5,0.5798
87.5,-64,0.5798
153.5,-45.5,0.5798
-160.5,-69,0.58
23.5,-42.5,0.58
155.5,-44.5,0.58
157.5,-45,0.5801
-45.5,-52.5,0.5803
-32.5,-42,0.5804
165.5,-64,0.5805
-23.5,-68.5,0.5806
-42.5,-47,0.5808
9.5,-65,0.5808
36.5,-42,0.5808
86.5,-66.5,0.5808
160.5,-65.5,0.5808
160.5,-45.5,0.5808
-85.5,-68,0.5809
2.5,-66,0.581
-31.5,-43,0.5811
-170.5,-71.5,0.5812
38.5,-42,0.5812
164.5,-64,0.5812
-136.5,-72.5,0.5813
-85.5,-70,0.5813
-20.5,-69.5,0.5814
-19.5,-69.5,0.5814
-29.5,-59.5,0.5815
20.5,-43,0.5815
-27.5,-54.5,0.5816
-160.5,-66,0.5817
-131.5,-71,0.5818
-49.5,-65,0.5818
161.5,-44,0.5818
-35.5,-60,0.5819
-56.5,-49.5,0.5821
155.5,-44,0.5822
-27.5,-71.5,0.5823
-160.5,-70.5,0.5824
-152.5,-70.5,0.5826
-73.5,-54.5,0.5826
4.5,-65,0.5826
-155.5,-68,0.5827
-11.5,-50.5,0.5827
28.5,-42,0.5827
37.5,-42,0.5827
-21.5,-52.5,0.5829
-15.5,-62.5,0.5829
-9.5,-49.5,0.5829
-41.5,-55.5,0.583
-29.5,-55,0.583
-22.5,-55,0.5832
154.5,-45.5,0.5832
175.5,-64.5,0.5834
152.5,-44.5,0.5836
-38.5,-65.5,0.5837
-13.5,-52.5,0.5837
-11.5,-51.5,0.5837
-19.5,-59,0.5838
152.5,-45,0.5838
-47.5,-64.5,0.584
-6.5,-65,0.584
34.5,-42,0.584
-158.5,-68,0.5842
-39.5,-64,0.5842
16.5,-42.5,0.5842
75.5,-66.5,0.5842
84.5,-65,0.5842
-53.5,-40.5,0.5843
-16.5,-65,0.5843
-164.5,-69.5,0.5844
-36.5,-59.5,0.5844
156.5,-45,0.5844
159.5,-44.5,0.5845
22.5,-42.5,0.5846
101.5,-63.5,0.5846
151.5,-65.5,0.5846
-30.5,-60.5,0.5847
-25.5,-71,0.5848
157.5,-44.5,0.5848
158.5,-45,0.5848
-153.5,-67.5,0.5849
71.5,-49,0.5849
-63.5,-63.5,0.585
-33.5,-67,0.5852
42.5,-41.5,0.5852
73.5,-49,0.5853
-35.5,-45.5,0.5855
-25.5,-71.5,0.5856
-50.5,-59,0.5857
-43.5,-47.5,0.5861
-155.5,-71,0.5866
85.5,-66.5,0.5866
155.5,-66,0.5867
-31.5,-60,0.5868
-40.5,-47.5,0.5869
-45.5,-57.5,0.587
88.5,-66,0.5871
-150.5,-67.5,0.5872
2.5,-64.5,0.5872
139.5,-66,0.5872
-163.5,-69.5,0.5873
-43.5,-63.5,0.5875
-31.5,-43.5,0.5875
156.5,-44.5,0.5875
176.5,-65,0.5875
28.5,-42.5,0.5878
