Longitude,Latitude,Chl a Dec-Mar
-66.5,-62.5,0.2002
47.5,-47.5,0.2002
61.5,-50,0.2002
96.5,-57.5,0.2002
108.5,-52.5,0.2002
111.5,-59.5,0.2002
145.5,-59,0.2002
176.5,-56.5,0.2002
-102.5,-53.5,0.2003
61.5,-64,0.2003
101.5,-57.5,0.2003
-106.5,-51.5,0.2004
39.5,-61.5,0.2004
40.5,-56.5,0.2004
102.5,-46,0.2004
143.5,-61,0.2004
169.5,-58.5,0.2004
174.5,-56.5,0.2004
-171.5,-55.5,0.2005
-131.5,-48.5,0.2005
-109.5,-51,0.2005
-104.5,-57,0.2005
60.5,-49.5,0.2005
143.5,-60.5,0.2005
170.5,-59.5,0.2005
-114.5,-58,0.2006
32.5,-62.5,0.2006
35.5,-64.5,0.2006
49.5,-60,0.2006
74.5,-55,0.2006
100.5,-56.5,0.2006
106.5,-47,0.2006
126.5,-50.5,0.2006
170.5,-59,0.2006
178.5,-58,0.2006
-103.5,-65.5,0.2007
42.5,-55.5,0.2007
71.5,-60,0.2007
94.5,-56.5,0.2007
102.5,-58,0.2007
167.5,-59,0.2007
-154.5,-46.5,0.2008
-112.5,-58,0.2008
-100.5,-53.5,0.2008
-90.5,-55.5,0.2008
-81.5,-56,0.2008
-4.5,-53.5,0.2008
34.5,-61.5,0.2008
45.5,-64,0.2008
48.5,-47,0.2008
92.5,-56,0.2008
-164.5,-54.5,0.2009
-129.5,-48.5,0.2009
-118.5,-58,0.2009
41.5,-56.5,0.2009
46.5,-60,0.2009
94.5,-58.5,0.2009
99.5,-57.5,0.2009
121.5,-60.5,0.2009
148.5,-53.5,0.2009
-163.5,-43,0.201
-149.5,-54,0.201
-128.5,-48.5,0.201
-106.5,-57,0.201
-81.5,-54,0.201
-60.5,-58,0.201
51.5,-49,0.201
57.5,-60.5,0.201
61.5,-60.5,0.201
108.5,-54.5,0.201
158.5,-55,0.201
-159.5,-44.5,0.2011
-123.5,-56.5,0.2011
-120.5,-48,0.2011
-115.5,-49,0.2011
-104.5,-58,0.2011
-88.5,-56.5,0.2011
-86.5,-62.5,0.2011
54.5,-50,0.2011
65.5,-65.5,0.2011
142.5,-61,0.2011
-177.5,-58,0.2012
-163.5,-54.5,0.2012
-82.5,-66,0.2012
36.5,-64.5,0.2012
43.5,-55,0.2012
59.5,-65.5,0.2012
59.5,-49.5,0.2012
122.5,-50,0.2012
178.5,-59,0.2012
-140.5,-48,0.2013
-122.5,-56.5,0.2013
-106.5,-52,0.2013
-103.5,-56.5,0.2013
-103.5,-56,0.2013
-93.5,-65.5,0.2013
58.5,-61,0.2013
157.5,-58.5,0.2013
-115.5,-51.5,0.2014
41.5,-61,0.2014
63.5,-49,0.2014
90.5,-57,0.2014
96.5,-57,0.2014
154.5,-58,0.2014
-163.5,-55,0.2015
-106.5,-55.5,0.2015
-95.5,-62.5,0.2015
41.5,-58.5,0.2015
44.5,-54.5,0.2015
45.5,-54.5,0.2015
98.5,-47.5,0.2015
110.5,-59.5,0.2015
-148.5,-47.5,0.2016
-134.5,-48.5,0.2016
-115.5,-52,0.2016
-104.5,-56.5,0.2016
-87.5,-62,0.2016
66.5,-55,0.2016
78.5,-54.5,0.2016
98.5,-46.5,0.2016
-147.5,-48,0.2017
-122.5,-58,0.2017
-110.5,-55.5,0.2017
-96.5,-65.5,0.2017
-80.5,-56,0.2017
-78.5,-57,0.2017
62.5,-54.5,0.2017
98.5,-57.5,0.2017
100.5,-49,0.2017
162.5,-56.5,0.2017
177.5,-55.5,0.2017
-123.5,-58,0.2018
-108.5,-65,0.2018
-103.5,-58.5,0.2018
58.5,-49,0.2018
63.5,-55,0.2018
66.5,-46.5,0.2018
93.5,-58.5,0.2018
95.5,-57.5,0.2018
-89.5,-66,0.2019
58.5,-60,0.2019
98.5,-46,0.2019
99.5,-47,0.2019
130.5,-50.5,0.2019
-114.5,-50.5,0.202
-106.5,-57.5,0.202
-101.5,-53.5,0.202
-87.5,-66,0.202
-79.5,-57,0.202
40.5,-64,0.202
45.5,-60.5,0.202
71.5,-55.5,0.202
128.5,-51,0.202
173.5,-57,0.202
175.5,-56.5,0.202
-171.5,-55,0.2021
-125.5,-48.5,0.2021
-117.5,-58,0.2021
-106.5,-63,0.2021
33.5,-62,0.2021
40.5,-57.5,0.2021
75.5,-54.5,0.2021
98.5,-57,0.2021
104.5,-59,0.2021
108.5,-52,0.2021
-109.5,-64.5,0.2022
-99.5,-57,0.2022
-97.5,-57,0.2022
-80.5,-42.5,0.2022
-118.5,-53.5,0.2023
-93.5,-56,0.2023
-91.5,-55,0.2023
-90.5,-56,0.2023
97.5,-46.5,0.2023
-109.5,-56,0.2024
-103.5,-53.5,0.2024
47.5,-64,0.2024
48.5,-60.5,0.2024
97.5,-47.5,0.2024
121.5,-50,0.2024
158.5,-54,0.2024
168.5,-58.5,0.2024
174.5,-57,0.2024
-166.5,-42.5,0.2025
-141.5,-54,0.2025
-136.5,-53.5,0.2025
-115.5,-55,0.2025
-109.5,-65,0.2025
53.5,-50,0.2025
60.5,-64,0.2025
99.5,-47.5,0.2025
113.5,-48,0.2025
145.5,-59.5,0.2025
-176.5,-58,0.2026
-120.5,-54,0.2026
-82.5,-66.5,0.2026
-70.5,-63.5,0.2026
32.5,-62,0.2026
55.5,-65,0.2026
61.5,-54,0.2026
64.5,-54.5,0.2026
159.5,-57.5,0.2026
-80.5,-64.5,0.2027
127.5,-50.5,0.2027
-168.5,-55.5,0.2028
-99.5,-54,0.2028
-67.5,-60,0.2028
51.5,-64.5,0.2028
54.5,-47.5,0.2028
64.5,-55,0.2028
99.5,-46.5,0.2028
107.5,-53,0.2028
112.5,-48,0.2028
152.5,-68,0.2028
-165.5,-55,0.2029
-152.5,-47,0.2029
-130.5,-48.5,0.2029
-126.5,-56,0.2029
-114.5,-51,0.2029
-110.5,-51,0.2029
53.5,-53.5,0.2029
167.5,-58.5,0.2029
-168.5,-56,0.203
-141.5,-53.5,0.203
-118.5,-55.5,0.203
-97.5,-65.5,0.203
-115.5,-58.5,0.2031
-104.5,-65.5,0.2031
-103.5,-57,0.2031
-57.5,-71,0.2031
60.5,-54,0.2031
64.5,-64.5,0.2031
102.5,-49.5,0.2031
151.5,-57.5,0.2032
-108.5,-56.5,0.2033
-104.5,-56,0.2033
57.5,-61.5,0.2033
58.5,-48.5,0.2033
150.5,-57.5,0.2033
163.5,-56,0.2033
-172.5,-55.5,0.2034
-124.5,-58,0.2034
-118.5,-54,0.2034
-98.5,-53.5,0.2034
-69.5,-63.5,0.2034
176.5,-58,0.2034
-113.5,-55,0.2035
-83.5,-56.5,0.2035
-79.5,-56,0.2035
-23.5,-62,0.2035
41.5,-60.5,0.2035
98.5,-47,0.2035
102.5,-54.5,0.2035
159.5,-56.5,0.2035
178.5,-56,0.2035
-109.5,-52,0.2036
147.5,-55.5,0.2036
159.5,-55,0.2036
-141.5,-55,0.2037
-114.5,-50,0.2037
-96.5,-57,0.2037
47.5,-64.5,0.2037
47.5,-60.5,0.2037
58.5,-60.5,0.2037
173.5,-59,0.2037
178.5,-58.5,0.2037
-174.5,-57,0.2038
-105.5,-56,0.2038
56.5,-61,0.2038
64.5,-50,0.2038
67.5,-55,0.2038
161.5,-56.5,0.2038
168.5,-58,0.2038
173.5,-56,0.2038
-122.5,-57.5,0.2039
-114.5,-52.5,0.2039
-107.5,-51,0.2039
-80.5,-56.5,0.2039
95.5,-56.5,0.2039
-173.5,-56,0.204
-115.5,-54.5,0.204
-105.5,-62,0.204
55.5,-50,0.204
109.5,-59.5,0.204
170.5,-58.5,0.204
-176.5,-41.5,0.2041
-121.5,-57,0.2041
43.5,-64,0.2041
68.5,-60.5,0.2041
103.5,-54.5,0.2041
-158.5,-44.5,0.2042
-156.5,-55,0.2042
-137.5,-54,0.2042
-106.5,-63.5,0.2042
-94.5,-65.5,0.2042
-93.5,-55.5,0.2042
-93.5,-55,0.2042
-86.5,-56.5,0.2042
89.5,-58.5,0.2042
146.5,-59.5,0.2042
-160.5,-54.5,0.2043
-118.5,-48.5,0.2043
-112.5,-50.5,0.2043
-105.5,-57,0.2043
58.5,-49.5,0.2043
61.5,-64.5,0.2043
65.5,-48,0.2043
104.5,-51,0.2043
146.5,-60,0.2043
52.5,-50,0.2044
78.5,-55.5,0.2044
101.5,-49.5,0.2044
101.5,-46,0.2044
161.5,-55.5,0.2044
175.5,-56,0.2044
-128.5,-57,0.2045
-121.5,-55,0.2045
-96.5,-54.5,0.2045
-81.5,-56.5,0.2045
57.5,-54.5,0.2045
62.5,-60.5,0.2045
100.5,-56,0.2045
162.5,-56,0.2045
-135.5,-48.5,0.2046
-121.5,-48,0.2046
-107.5,-58.5,0.2046
47.5,-63,0.2046
98.5,-48,0.2046
-160.5,-44,0.2047
-127.5,-49,0.2047
-115.5,-54,0.2047
-4.5,-53,0.2047
-156.5,-54.5,0.2048
-150.5,-54,0.2048
-119.5,-48.5,0.2048
-118.5,-52,0.2048
-118.5,-51.5,0.2048
-114.5,-51.5,0.2048
106.5,-51.5,0.2048
-161.5,-43.5,0.2049
-104.5,-55,0.2049
-98.5,-54,0.2049
-77.5,-57,0.2049
54.5,-65,0.2049
-124.5,-56.5,0.205
-105.5,-56.5,0.205
-99.5,-54.5,0.205
-98.5,-58,0.205
-96.5,-56.5,0.205
56.5,-49.5,0.205
60.5,-51,0.205
171.5,-55.5,0.205
-171.5,-57,0.2051
-119.5,-54,0.2051
-108.5,-58.5,0.2051
-95.5,-54.5,0.2052
-81.5,-46.5,0.2052
-59.5,-59,0.2052
76.5,-54,0.2052
123.5,-50,0.2052
-113.5,-50.5,0.2053
41.5,-60,0.2053
-172.5,-57,0.2054
-107.5,-65,0.2054
-102.5,-54,0.2054
-98.5,-57.5,0.2054
-97.5,-57.5,0.2054
-89.5,-56.5,0.2054
-82.5,-56.5,0.2054
-71.5,-61,0.2054
99.5,-48,0.2054
-117.5,-51,0.2055
-113.5,-51.5,0.2055
-103.5,-58,0.2055
64.5,-50.5,0.2055
65.5,-61.5,0.2055
161.5,-56,0.2055
173.5,-59.5,0.2055
-173.5,-41,0.2056
-171.5,-41.5,0.2056
-167.5,-42.5,0.2056
-104.5,-53.5,0.2056
-80.5,-55.5,0.2056
32.5,-64,0.2056
105.5,-54.5,0.2056
107.5,-52,0.2056
117.5,-49.5,0.2056
-81.5,-48,0.2057
49.5,-47.5,0.2057
98.5,-45.5,0.2057
103.5,-59,0.2057
-156.5,-45.5,0.2058
-132.5,-49,0.2058
-117.5,-50.5,0.2058
-114.5,-52,0.2058
-107.5,-56,0.2058
-106.5,-62.5,0.2058
-103.5,-55.5,0.2058
-97.5,-62.5,0.2058
-80.5,-42,0.2058
51.5,-53.5,0.2058
90.5,-58,0.2058
148.5,-56,0.2058
160.5,-58.5,0.2058
-98.5,-54.5,0.2059
-94.5,-61.5,0.2059
60.5,-50,0.2059
115.5,-48.5,0.2059
148.5,-59.5,0.2059
150.5,-52.5,0.2059
179.5,-58.5,0.2059
-110.5,-58,0.206
-100.5,-54,0.206
-83.5,-65.5,0.206
103.5,-58.5,0.206
148.5,-60,0.206
169.5,-58,0.206
-127.5,-57,0.2061
-77.5,-57.5,0.2061
45.5,-54,0.2061
63.5,-65,0.2061
70.5,-60.5,0.2061
105.5,-51.5,0.2061
141.5,-61.5,0.2061
-179.5,-40,0.2062
-149.5,-61,0.2062
-149.5,-60.5,0.2062
-82.5,-57,0.2062
47.5,-60,0.2062
63.5,-62,0.2062
101.5,-55.5,0.2062
140.5,-61.5,0.2062
161.5,-54.5,0.2062
162.5,-55,0.2062
-144.5,-48,0.2063
-118.5,-53,0.2063
-74.5,-62,0.2063
97.5,-57,0.2063
174.5,-56,0.2063
177.5,-55,0.2063
-155.5,-55,0.2064
-66.5,-59,0.2064
56.5,-54,0.2064
92.5,-58.5,0.2064
100.5,-57,0.2064
153.5,-58,0.2064
158.5,-59,0.2064
169.5,-59,0.2064
-168.5,-54,0.2065
-119.5,-55.5,0.2065
-116.5,-50,0.2065
-111.5,-51,0.2065
-94.5,-55.5,0.2065
64.5,-61.5,0.2065
64.5,-49.5,0.2065
64.5,-48.5,0.2065
114.5,-48,0.2065
163.5,-55.5,0.2065
-169.5,-54.5,0.2066
-166.5,-55,0.2066
-122.5,-48,0.2066
-99.5,-62,0.2066
-58.5,-58.5,0.2066
36.5,-65,0.2066
51.5,-48,0.2066
57.5,-49.5,0.2066
61.5,-53.5,0.2066
65.5,-50,0.2066
96.5,-46,0.2066
-123.5,-57.5,0.2067
-112.5,-58.5,0.2067
-97.5,-56.5,0.2067
51.5,-49.5,0.2067
58.5,-54,0.2067
162.5,-55.5,0.2067
-114.5,-58.5,0.2068
-109.5,-52.5,0.2068
-105.5,-57.5,0.2068
-96.5,-58,0.2068
-5.5,-52.5,0.2068
62.5,-54,0.2068
63.5,-50.5,0.2068
80.5,-52.5,0.2068
155.5,-58,0.2068
-173.5,-57.5,0.2069
-155.5,-54.5,0.2069
-81.5,-57,0.2069
47.5,-47,0.2069
75.5,-57.5,0.2069
129.5,-50.5,0.2069
149.5,-53.5,0.2069
-105.5,-55.5,0.207
-105.5,-52.5,0.207
-104.5,-55.5,0.207
48.5,-46,0.207
100.5,-46,0.207
144.5,-61,0.207
-141.5,-54.5,0.2071
-118.5,-52.5,0.2071
-112.5,-51.5,0.2071
-101.5,-57.5,0.2071
-98.5,-58.5,0.2071
-97.5,-58,0.2071
-96.5,-57.5,0.2071
33.5,-61.5,0.2071
35.5,-65,0.2071
139.5,-61.5,0.2071
171.5,-60,0.2071
-161.5,-54.5,0.2072
-117.5,-58.5,0.2072
-107.5,-51.5,0.2072
-100.5,-57,0.2072
-98.5,-56.5,0.2072
-95.5,-55.5,0.2072
57.5,-49,0.2072
-107.5,-63.5,0.2073
63.5,-51,0.2073
99.5,-56,0.2073
107.5,-52.5,0.2073
-149.5,-47.5,0.2074
-125.5,-57.5,0.2074
-112.5,-69,0.2074
41.5,-64,0.2074
133.5,-50,0.2074
148.5,-53,0.2074
172.5,-57,0.2074
-175.5,-58,0.2075
-161.5,-55,0.2075
-94.5,-56,0.2075
50.5,-53.5,0.2075
148.5,-59,0.2075
166.5,-58.5,0.2075
173.5,-56.5,0.2075
-122.5,-48.5,0.2076
-113.5,-54.5,0.2076
46.5,-47.5,0.2076
94.5,-59,0.2076
104.5,-54.5,0.2076
110.5,-47,0.2076
147.5,-52.5,0.2076
-178.5,-40.5,0.2077
-147.5,-59.5,0.2077
-108.5,-51.5,0.2077
-102.5,-56.5,0.2077
-65.5,-58.5,0.2077
49.5,-54,0.2077
49.5,-47,0.2077
59.5,-54,0.2077
90.5,-58.5,0.2077
171.5,-57.5,0.2077
-179.5,-56.5,0.2078
-103.5,-55,0.2078
38.5,-64.5,0.2078
45.5,-48,0.2078
46.5,-60.5,0.2078
57.5,-54,0.2078
64.5,-65.5,0.2078
104.5,-46,0.2078
157.5,-53.5,0.2078
160.5,-58,0.2078
169.5,-60,0.2078
-174.5,-58,0.2079
-114.5,-55,0.2079
52.5,-47.5,0.2079
99.5,-46,0.2079
112.5,-47.5,0.2079
147.5,-57,0.2079
-174.5,-41,0.208
-103.5,-54,0.208
34.5,-48,0.208
126.5,-61.5,0.208
-178.5,-58,0.2081
-118.5,-54.5,0.2081
-87.5,-56.5,0.2081
46.5,-48,0.2081
56.5,-49,0.2081
91.5,-56,0.2081
159.5,-57,0.2081
164.5,-58,0.2081
-179.5,-58,0.2082
-169.5,-55,0.2082
-152.5,-53.5,0.2082
-108.5,-56,0.2082
-101.5,-56.5,0.2082
-99.5,-56.5,0.2082
-97.5,-55,0.2082
126.5,-50,0.2082
-105.5,-65.5,0.2083
-102.5,-57,0.2083
-68.5,-63.5,0.2083
-4.5,-52.5,0.2083
35.5,-61,0.2083
47.5,-46.5,0.2083
160.5,-57,0.2083
163.5,-57.5,0.2083
170.5,-58,0.2083
176.5,-58.5,0.2083
-131.5,-49,0.2084
-4.5,-54,0.2084
0.5,-53.5,0.2084
64.5,-61,0.2084
108.5,-46.5,0.2084
-166.5,-55.5,0.2085
-118.5,-55,0.2085
-100.5,-54.5,0.2085
31.5,-64.5,0.2085
46.5,-64,0.2085
62.5,-53.5,0.2085
63.5,-54,0.2085
143.5,-51.5,0.2085
-157.5,-45,0.2086
-151.5,-53.5,0.2086
-140.5,-54,0.2086
-105.5,-55,0.2086
125.5,-50.5,0.2086
-162.5,-55,0.2087
-115.5,-49.5,0.2087
-113.5,-69.5,0.2087
-101.5,-57,0.2087
-97.5,-54.5,0.2087
-2.5,-53,0.2087
109.5,-46.5,0.2087
137.5,-61.5,0.2087
171.5,-56,0.2087
177.5,-58,0.2087
-98.5,-62,0.2088
-96.5,-56,0.2088
-94.5,-55,0.2088
-93.5,-56.5,0.2088
-77.5,-62.5,0.2088
177.5,-58.5,0.2088
-137.5,-54.5,0.2089
-109.5,-58,0.2089
-100.5,-57.5,0.2089
-80.5,-62.5,0.2089
54.5,-47,0.2089
68.5,-55.5,0.2089
107.5,-54.5,0.2089
135.5,-50,0.2089
145.5,-60,0.2089
179.5,-59,0.2089
-167.5,-56.5,0.209
-142.5,-54,0.209
-126.5,-49,0.209
-97.5,-58.5,0.209
-95.5,-56,0.209
-94.5,-62,0.209
27.5,-65.5,0.209
48.5,-47.5,0.209
56.5,-61.5,0.209
128.5,-50.5,0.209
-111.5,-58,0.2091
40.5,-58,0.2091
102.5,-54,0.2091
124.5,-50,0.2091
169.5,-56.5,0.2091
172.5,-55.5,0.2091
-165.5,-54.5,0.2092
-133.5,-49,0.2092
-83.5,-66.5,0.2092
-80.5,-66,0.2092
54.5,-54.5,0.2092
65.5,-50.5,0.2092
120.5,-49.5,0.2092
-120.5,-57.5,0.2093
-114.5,-69.5,0.2093
-104.5,-57.5,0.2093
-103.5,-54.5,0.2093
-84.5,-56.5,0.2093
55.5,-48,0.2093
63.5,-60.5,0.2093
96.5,-45.5,0.2093
142.5,-61.5,0.2093
165.5,-58.5,0.2093
172.5,-56.5,0.2093
-174.5,-57.5,0.2094
-136.5,-54,0.2094
-124.5,-48.5,0.2094
-106.5,-54,0.2094
-102.5,-55.5,0.2094
-95.5,-55,0.2094
-83.5,-62,0.2094
-80.5,-57,0.2094
-23.5,-61.5,0.2094
55.5,-54.5,0.2094
55.5,-50.5,0.2094
124.5,-50.5,0.2094
-162.5,-54,0.2095
-116.5,-58.5,0.2095
-112.5,-51,0.2095
-111.5,-70,0.2095
106.5,-52,0.2095
132.5,-50,0.2095
149.5,-53,0.2095
166.5,-59,0.2095
-96.5,-62.5,0.2096
-91.5,-55.5,0.2096
-3.5,-52.5,0.2096
28.5,-65,0.2096
66.5,-50,0.2096
170.5,-60,0.2096
-166.5,-54.5,0.2097
-126.5,-56.5,0.2097
-122.5,-55,0.2097
-121.5,-48.5,0.2097
-120.5,-48.5,0.2097
-109.5,-58.5,0.2097
-102.5,-55,0.2097
-5.5,-53,0.2097
32.5,-61.5,0.2097
56.5,-50,0.2097
96.5,-58,0.2097
156.5,-58,0.2097
156.5,-53.5,0.2097
-170.5,-57,0.2098
-101.5,-54,0.2098
-92.5,-56,0.2098
-92.5,-55.5,0.2098
-0.5,-53.5,0.2098
31.5,-62.5,0.2098
32.5,-63.5,0.2098
59.5,-50,0.2098
62.5,-50.5,0.2098
104.5,-59.5,0.2098
-168.5,-54.5,0.2099
-151.5,-54,0.2099
-104.5,-54,0.2099
-77.5,-56.5,0.2099
59.5,-50.5,0.2099
60.5,-50.5,0.2099
65.5,-46,0.2099
103.5,-54,0.2099
177.5,-59,0.2099
-119.5,-53,0.21
-105.5,-59,0.21
-103.5,-57.5,0.21
-102.5,-58,0.21
-75.5,-62.5,0.21
41.5,-56,0.21
174.5,-54.5,0.21
-160.5,-55,0.2101
-102.5,-57.5,0.2101
-97.5,-56,0.2101
-85.5,-57,0.2101
45.5,-48.5,0.2101
73.5,-54.5,0.2101
-136.5,-48.5,0.2102
-119.5,-49,0.2102
-108.5,-54.5,0.2102
-76.5,-62.5,0.2102
-74.5,-65.5,0.2102
-57.5,-57.5,0.2102
-49.5,-67,0.2102
56.5,-48.5,0.2102
63.5,-47,0.2102
97.5,-48,0.2102
-152.5,-54,0.2103
-123.5,-58.5,0.2103
-121.5,-58,0.2103
-116.5,-49,0.2103
-78.5,-57.5,0.2103
47.5,-48,0.2103
57.5,-61,0.2103
107.5,-54,0.2103
107.5,-53.5,0.2103
147.5,-60.5,0.2103
175.5,-55.5,0.2103
178.5,-40,0.2103
179.5,-40,0.2103
-159.5,-54.5,0.2104
-129.5,-57,0.2104
-104.5,-54.5,0.2104
-99.5,-57.5,0.2104
123.5,-50.5,0.2104
-165.5,-55.5,0.2105
-164.5,-55.5,0.2105
-141.5,-48.5,0.2105
-51.5,-66,0.2105
44.5,-48,0.2105
71.5,-46,0.2105
77.5,-52,0.2105
105.5,-54,0.2105
105.5,-46.5,0.2105
106.5,-52.5,0.2105
123.5,-61,0.2105
164.5,-57,0.2105
-61.5,-58,0.2106
47.5,-45.5,0.2106
62.5,-51,0.2106
104.5,-51.5,0.2106
-80.5,-57.5,0.2107
-80.5,-55,0.2107
-73.5,-65,0.2107
50.5,-48,0.2107
116.5,-49,0.2107
174.5,-59,0.2107
-160.5,-44.5,0.2108
-121.5,-54,0.2108
-120.5,-53.5,0.2108
59.5,-51.5,0.2108
106.5,-53,0.2108
136.5,-50,0.2108
163.5,-57,0.2108
-157.5,-55,0.2109
-148.5,-48,0.2109
-91.5,-56,0.2109
35.5,-48,0.2109
60.5,-47.5,0.2109
63.5,-61.5,0.2109
117.5,-60.5,0.2109
169.5,-59.5,0.2109
-154.5,-54.5,0.211
-123.5,-48.5,0.211
-108.5,-63.5,0.211
-99.5,-55,0.211
-86.5,-62,0.211
49.5,-53.5,0.211
53.5,-46.5,0.211
97.5,-57.5,0.211
133.5,-62,0.211
163.5,-58.5,0.211
164.5,-57.5,0.211
-158.5,-54.5,0.2111
-79.5,-55.5,0.2111
-61.5,-61.5,0.2111
120.5,-60.5,0.2111
131.5,-50,0.2111
161.5,-58.5,0.2111
-121.5,-57.5,0.2112
-109.5,-64,0.2112
31.5,-61.5,0.2112
36.5,-61,0.2112
44.5,-54,0.2112
65.5,-54.5,0.2112
170.5,-56,0.2112
173.5,-55.5,0.2112
176.5,-54.5,0.2112
-167.5,-55.5,0.2113
-150.5,-47.5,0.2113
-117.5,-50,0.2113
-84.5,-57,0.2113
170.5,-56.5,0.2113
-110.5,-52,0.2114
-104.5,-59,0.2114
-80.5,-54.5,0.2114
-70.5,-60.5,0.2114
59.5,-63.5,0.2114
61.5,-51,0.2114
96.5,-46.5,0.2114
-168.5,-55,0.2115
-147.5,-59,0.2115
50.5,-47.5,0.2115
-176.5,-56,0.2116
-119.5,-54.5,0.2116
-115.5,-56.5,0.2116
42.5,-64.5,0.2116
47.5,-46,0.2116
148.5,-60.5,0.2116
168.5,-60,0.2116
-157.5,-54.5,0.2117
-148.5,-60,0.2117
-86.5,-57,0.2117
50.5,-48.5,0.2117
96.5,-58.5,0.2117
-174.5,-56,0.2118
-155.5,-46.5,0.2118
-119.5,-53.5,0.2118
-118.5,-58.5,0.2118
43.5,-48,0.2118
63.5,-64.5,0.2118
-179.5,-58.5,0.2119
-175.5,-56,0.2119
-139.5,-54.5,0.2119
-115.5,-53.5,0.2119
-111.5,-55,0.2119
-82.5,-62,0.2119
-81.5,-53,0.2119
54.5,-50.5,0.2119
59.5,-48,0.2119
102.5,-50,0.2119
106.5,-54.5,0.2119
176.5,-55,0.2119
-173.5,-58,0.212
-120.5,-58,0.212
-112.5,-55,0.212
-102.5,-54.5,0.212
-98.5,-55,0.212
-58.5,-57.5,0.212
57.5,-48.5,0.212
61.5,-50.5,0.212
101.5,-58,0.212
169.5,-57,0.212
171.5,-55,0.212
-107.5,-53.5,0.2121
-100.5,-55,0.2121
-90.5,-66,0.2121
-72.5,-61,0.2121
28.5,-64,0.2121
50.5,-49,0.2121
72.5,-46,0.2121
90.5,-56,0.2121
91.5,-58.5,0.2121
160.5,-59,0.2121
-167.5,-56,0.2122
-101.5,-58,0.2122
38.5,-65,0.2122
174.5,-55,0.2122
-130.5,-49,0.2123
-94.5,-56.5,0.2123
64.5,-54,0.2123
164.5,-56.5,0.2123
176.5,-54,0.2123
-96.5,-55,0.2124
30.5,-64.5,0.2124
65.5,-65,0.2124
163.5,-58,0.2124
-125.5,-49,0.2125
-116.5,-49.5,0.2125
-102.5,-56,0.2125
-101.5,-54.5,0.2125
-100.5,-56.5,0.2125
16.5,-48,0.2125
57.5,-50,0.2125
-172.5,-57.5,0.2126
-81.5,-62,0.2126
64.5,-51,0.2126
113.5,-47.5,0.2126
155.5,-53.5,0.2126
-167.5,-54,0.2127
-102.5,-58.5,0.2127
118.5,-49.5,0.2127
178.5,-59.5,0.2127
-141.5,-55.5,0.2128
-134.5,-49,0.2128
-122.5,-49.5,0.2128
-120.5,-55.5,0.2128
-119.5,-58.5,0.2128
-118.5,-51,0.2128
-113.5,-52,0.2128
26.5,-59.5,0.2128
96.5,-47,0.2128
172.5,-60,0.2128
-166.5,-56,0.2129
-99.5,-58.5,0.2129
-85.5,-66,0.2129
-2.5,-53.5,0.2129
170.5,-57,0.2129
-95.5,-56.5,0.213
-88.5,-58,0.213
-83.5,-57,0.213
1.5,-52.5,0.213
49.5,-48,0.213
59.5,-51,0.213
90.5,-57.5,0.213
119.5,-49.5,0.213
-153.5,-47,0.2131
-113.5,-51,0.2131
-81.5,-47.5,0.2131
15.5,-48,0.2131
50.5,-49.5,0.2131
67.5,-61,0.2131
103.5,-50.5,0.2131
164.5,-58.5,0.2131
-106.5,-54.5,0.2132
53.5,-50.5,0.2132
60.5,-65.5,0.2132
106.5,-54,0.2132
122.5,-49.5,0.2132
127.5,-50,0.2132
158.5,-53.5,0.2132
-170.5,-42,0.2133
-164.5,-43,0.2133
-138.5,-54,0.2133
-108.5,-69.5,0.2133
40.5,-56,0.2133
51.5,-50,0.2133
73.5,-54,0.2133
107.5,-46.5,0.2133
153.5,-53,0.2133
168.5,-40,0.2133
169.5,-56,0.2133
170.5,-57.5,0.2133
-165.5,-56,0.2134
-113.5,-58.5,0.2134
-110.5,-51.5,0.2134
58.5,-50,0.2134
64.5,-51.5,0.2134
74.5,-54.5,0.2134
101.5,-50,0.2134
-140.5,-53.5,0.2135
-119.5,-52,0.2135
-99.5,-58,0.2135
110.5,-46.5,0.2135
111.5,-47.5,0.2135
157.5,-59,0.2135
-163.5,-43.5,0.2136
-156.5,-46,0.2136
-137.5,-48.5,0.2136
-127.5,-55.5,0.2136
-117.5,-49,0.2136
-105.5,-54.5,0.2136
-100.5,-61.5,0.2136
-80.5,-43.5,0.2136
96.5,-59,0.2136
103.5,-53.5,0.2136
121.5,-49.5,0.2136
149.5,-57,0.2136
168.5,-59.5,0.2136
169.5,-40,0.2136
-167.5,-54.5,0.2137
-106.5,-55,0.2137
-93.5,-61,0.2137
-81.5,-53.5,0.2137
-78.5,-62.5,0.2137
26.5,-60,0.2137
27.5,-65,0.2137
39.5,-64.5,0.2137
160.5,-54.5,0.2137
-110.5,-55,0.2138
-103.5,-61.5,0.2138
73.5,-46.5,0.2138
169.5,-57.5,0.2138
174.5,-55.5,0.2138
-138.5,-54.5,0.2139
-121.5,-54.5,0.2139
-110.5,-69.5,0.2139
-102.5,-59,0.2139
-81.5,-44.5,0.2139
-76.5,-57.5,0.2139
-158.5,-45,0.214
-120.5,-55,0.214
-105.5,-53.5,0.214
-99.5,-56,0.214
-96.5,-58.5,0.214
48.5,-48,0.214
169.5,-50.5,0.214
-142.5,-53.5,0.2141
-142.5,-48.5,0.2141
-119.5,-55,0.2141
-114.5,-54,0.2141
-111.5,-51.5,0.2141
