Longitude,Latitude,Carbon_biomass
62,-55,6.11643404
62,-53.5,5.039303699
62,-52,4.575356085
62,-50.5,5.11324333
62,-49,0.934153484
168.1333333,-76.53333333,1.594549333
167.9833333,-76.48333333,1.250956543
168.7,-76.48333333,1.775450083
169.55,-76.48333333,1.09726329
168.35,-76.43333333,1.360123472
168.6333333,-76.4,1.458528056
169.5,-76.4,0.749798227
168.7666667,-76.36666667,1.551436962
164,-74.7,0.285725027
158.2833,-66.65,0.013883596
157.5,-65.75,0.109048141
157.7833,-65.4667,0.055636984
149.8667,-64.75,0.033263624
148.9,-64.7167,0.058809846
143.5333,-64.7,0.251260678
138.25,-64.45,0.84887566
157.8,-62.5667,0.721116772
158.4167,-61.2,3.089724892
156,-51.5833,0.136270258
-64.9,-53.2783,0.253064827
-63.8833,-52.53,1.105304235
161.8,-59.0567,2.369879057
158.4833,-56.3333,2.874296991
160.2,-55.6,2.501504894
159.0633,-54.45,2.183890081
159.0333,-54.4333,2.013847728
158.9833,-53.775,1.129700936
166.7,-52.4333,0.272603449
162.0167,-51.15,0.549325685
162.0167,-51.0333,0.352559543
162,-49.2833,0.278852536
-39.9333,-63.0667,2.263452321
-14.5333,-63.05,0.513361952
-14.7333,-60.1667,0.4783716
-29.9167,-60.0667,1.168862653
-36.0167,-60.0167,2.710286764
-39.9,-58.9667,11.09345471
-39.9333,-56.9833,20.9431444
-40.0333,-53.0833,1.920598619
-52.0333,-52.35,3.381869458
-39.85,-50.9833,1.847218867
-179.8833,-69.05,7.847968648
160.9167,-65,10.4817246
155.25,-59.6,1.813838502
153.9667,-57.95,5.127309778
152.3167,-56.0333,6.139205499
151.1833,-54.0167,0.597593863
150.3,-51.9167,0.511440577
147.85,-47.3667,1.094535059
147.2333,-45.0167,0.32198011
91.31,-66.2783,2.178642791
23.9783,-70.325,0.084056524
23.9783,-70.325,0.104920892
20.3267,-69.7717,1.456828814
19.705,-69.3533,2.189006384
27.2283,-69.2133,0.422196823
24.7733,-68.94,1.41911471
29.175,-68.935,0.879856184
31.8083,-68.3883,0.194422222
19.9917,-68.1383,2.292178999
37.0333,-68.12,0.161603803
35.35,-68.07,0.203589943
39.6833,-68.0133,0.249303055
19.685,-66.89,0.653639011
57.7367,-66.2067,0.470898603
57.1633,-65.9867,1.143974453
56.9533,-65.67,0.423009558
20.1233,-65.5033,0.974417943
40.2233,-65.3633,0.479656717
57,-64.5,0.508127991
40.0467,-64.4033,0.299394148
20.0717,-64.2033,0.988978769
39.9833,-63.355,0.203971242
56.8183,-63.0383,0.0693051
20.0133,-62.805,1.477532819
20.0083,-61.5633,3.386890738
57.155,-61.4283,0.266544979
40.46,-61.3383,0.185352654
40.2867,-60.0683,5.806266934
57.1883,-59.9533,0.569277824
46.32,-58.61,0.240109714
56.9133,-58.2767,0.267463507
51.2667,-57.3933,2.663714596
56.9017,-56.0033,1.266762198
161.9,-69.5667,0.232363699
-62.5,-64.7,0.065926483
-36.5,-54.2,4.180376042
-36.5,-54.2,5.838986632
-110.9666667,-70.2,0.242084847
-102.9166667,-70.11666667,0.137133031
-115.0833333,-65.86666667,0.194488398
-86.88333333,-65.13333333,0.749685903
-114.8333333,-64.98333333,0.342008694
-86.88333333,-63.11666667,0.178895552
-115.2,-61.98333333,1.349643093
-114.95,-59.95,0.576102247
-114.7833333,-58.96666667,1.145212847
-115.2333333,-57.78333333,0.325013414
-35,-54.5,3.990839936
-38.5,-53.5,3.085749586
71.6,-51,12.00606813
72,-50.6,21.31118266
72.5,-50.25,19.36781361
73,-49.9,6.982953205
73.6,-49.5,31.96677399
74,-49.1,5.813637928
-179,-77.8,0.27360452
178.5,-77.8,0.627824656
178.5,-77.7,19.44546407
168.5,-77.2,0.366434624
169,-77.2,0.280933212
170.5,-77,0.337119854
179.5,-77,0.356663034
170,-76.9,0.471479217
166.5,-76.8,0.679125504
167.5,-76.8,0.442164447
170.5,-76.8,0.076706981
170.5,-76.8,0.129473567
170.5,-76.8,1.231220338
170.5,-76.8,2.565042371
172.5,-76.8,0.385977804
170,-76.75,0.989373486
-175,-76.6,0.192500323
168.5,-76.6,0.664468119
170,-76.6,0.295590597
171,-76.6,0.249175545
174,-76.6,0.417735472
174,-76.6,0.447050242
174,-76.6,0.522780064
177,-76.6,0.082325646
180,-76.6,1.109075463
170,-76.5,1.253206415
170.5,-76.5,0.495908192
170.5,-76.5,0.525222962
172,-76.5,0.300476392
-175,-76.4,0.473922114
178,-76.4,0.373763317
169,-76.2,0.351777239
-176,-75.9,0.674239709
-170,-75.7,0.620495964
-165,-75,0.373763317
176.5,-74.5,0.189568846
175,-74,0.586295399
178,-74,0.229632365
175,-73.5,0.657139426
178,-73.5,0.315133777
175,-73,0.057896671
-57,-63.2,1.747948989
-54.2,-63,0.226517198
-57,-62.8,1.668874558
-56,-62.5,4.949062025
-57.5,-62.4,4.897546502
-57.5,-62.2,2.983249197
-57.7,-62.1,0.327223769
-54.2,-62,4.760649522
-56,-61.5,38.61175203
-54.2,-61.5,100.4233804
-55,-61,9.924924245
-56,-61,16.22908772
-54.2,-61,32.82013553
0.263,-69.117,1.918145524
-0.133,-66.667,0.645989567
-0.05,-65.833,2.642038229
-0.117,-65,0.661317767
-0.067,-64.167,1.137769007
-0.002,-63.383,1.383316009
0.017,-62.517,1.205633013
0.05,-61.633,2.180662137
0.017,-60.783,1.329187561
0.005,-60.05,2.171236595
-0.033,-59.2,0.662277684
-0.017,-58.35,0.770640924
0.033,-57.467,0.82785273
0.067,-56.633,0.210295428
0.1,-55.767,0.366860971
0.017,-55,0.476904602
0.02,-54.167,1.053740978
0.067,-53,2.449322546
0.933,-52.167,1.023993369
1.9,-51.317,0.369120127
2.783,-50.5,4.901439287
3.2,-50.1,4.945907262
6.029666667,-60.42416667,0.950426129
6.019666667,-60.40933333,0.770427056
6.026,-60.40433333,0.675185212
6.005,-60.40033333,0.4693631
5.994166667,-60.39966667,0.944100072
6.1745,-60.39933333,0.928239214
5.993166667,-60.39483333,0.749219031
6.004666667,-60.3935,0.502154309
6.024666667,-60.39183333,10.17802623
6.018666667,-60.39166667,0.941084741
6.006,-60.388,0.340106388
6.007333333,-60.27783333,0.835922237
5.992666667,-60.1255,0.521707021
6.048333333,-60.02833333,1.593546706
6.018833333,-60.00983333,1.244044652
6.017833333,-60.00733333,0.570923269
5.9995,-60.0035,0.911507306
6.021,-60.003,1.209767124
6.003333333,-60.00133333,1.17254182
5.996333333,-60,3.349789188
5.992166667,-59.99983333,6.956495816
5.979666667,-59.99933333,0.667646705
6.028166667,-59.98633333,0.568956711
5.983666667,-59.87283333,1.238847372
6.0305,-59.74783333,0.8369843
6.003833333,-59.6035,0.787469018
6.0475,-59.46816667,0.40690527
6.0385,-59.34583333,1.048661922
5.990333333,-59.3435,0.582867663
6.005166667,-59.3365,0.336373778
6.004666667,-59.3315,1.560836396
6.002166667,-59.331,0.695153303
5.985,-59.3235,0.508832842
6.013,-59.32133333,0.67248345
6.009,-59.32066667,0.829212433
6.041333333,-59.3205,0.759498142
5.994166667,-56.6805,0.629767495
6.011166667,-56.50716667,1.009548259
5.942,-56.50416667,1.187687116
6.025166667,-56.5025,1.212857245
6.006333333,-56.50033333,1.277660489
6.0285,-56.49383333,2.898588812
5.998166667,-56.4905,8.568809462
6.034333333,-56.49,1.03937757
5.9745,-56.48166667,1.545462067
6.013833333,-56.47916667,3.219325666
6.021166667,-56.4725,5.292021592
6.000333333,-56.32966667,2.79415208
6.034166667,-56.17083333,1.783865264
6.011833333,-55.99816667,1.15815342
6.039833333,-55.82033333,0.913931875
6.006166667,-55.61666667,1.603342998
3.998666667,-54.3755,0.242611391
5.979833333,-53.5155,1.636171005
5.992,-52.0045,4.083415097
6.0055,-51.2095,4.198388701
5.996,-51.01533333,4.45418916
5.990833333,-51.00983333,3.686167465
5.987666667,-51.003,2.367549166
6.006666667,-51.0025,6.742262381
6.006166667,-51.00133333,4.743599893
5.995833333,-51,9.803345005
6.023166667,-50.99866667,5.412047913
5.973,-50.99716667,7.182169571
5.986833333,-50.99366667,2.737788302
6.032833333,-50.98866667,6.016531162
6.005166667,-50.5005,3.945152507
6.006,-50.43983333,3.446257771
6.003833333,-50.23883333,3.67133264
5.994666667,-50.0295,1.347059238
6.006833333,-49.8435,11.40324544
5.989666667,-49.84216667,5.663441623
5.9875,-49.83916667,8.055104802
6.0055,-49.82983333,9.954151796
6.001333333,-49.82916667,3.509334625
6.001,-49.82733333,5.882267918
5.9985,-49.82583333,4.763383296
6.002333333,-49.82533333,5.159449841
6.019,-49.824,3.795120076
6.005,-49.815,2.162102878
6.054666667,-49.01083333,6.001037701
-157.864,-75.034,0.152399069
-163.665,-75.008,0.483273792
-147.513,-74.638,0.260132971
-139.456,-74.142,0.545351769
-136.119,-74.112,0.05644914
-135.99,-74.068,0.32264799
-131.488,-74.068,0.389563945
-177.594,-73.177,0.057887845
-179.983,-72.872,0.130813148
-176.247,-72.648,3.709572632
-121.128,-72.583,0.393543198
-176.695,-72.088,0.341345551
-120.702,-71.91,0.358850322
-115.838,-74.06,0.125656814
-116.883,-73.866,0.470072507
-38,-53.7,5.006444767
-39,-53.9,5.294024893
-23.88333333,-69.98333333,0.080604107
-22.02833333,-68.16,0.080604107
-22.63833333,-66.955,0.073638945
-22.585,-66.04666667,0.116975703
-23.21666667,-64.93166667,0.171481513
-22.95,-64.20833333,0.263682423
-23.30666667,-62.73333333,0.139875253
-22.615,-61.165,0.237846777
-22.345,-59.93333333,0.047027342
-21.48,-57.45333333,0.053475179
-20.63666667,-56.69,0.073638945
-21.04333333,-55.505,0.281165963
2.078333333,-69.50333333,0.124526563
19.175,-68.82833333,0.263682423
2.27,-66.395,0.343869381
162.2933333,-65.80166667,0.246405198
19.275,-65.10833333,0.094859113
115.4466667,-63.485,0.066790508
2.745,-63.41166667,0.22934344
19.725,-61.26666667,0.298847506
115.585,-61.115,0.204177291
3.231666667,-60.695,0.195908034
165.1483333,-59.43333333,0.485145001
115.7283333,-58.81166667,0.10213804
19.76666667,-58.2,0.139875253
3.561666667,-57.19833333,0.16347259
115.8566667,-56.10333333,0.272398942
167.0716667,-55.885,0.212507287
19.655,-55.35166667,0.289982474
168.94,-53.12833333,0.179558356
115.825,-53.02333333,0.316719466
2.756666667,-52.68,1.220730378
115.8683333,-50.31833333,0.37141102
2.785,-48.97333333,0.066790508
115.745,-48.43333333,0.22934344
115.4516667,-46.02166667,0.412823338
3.163333333,-45.315,0.298847506
115.2783333,-43.155,0.080604107
2.848333333,-42.13166667,0.33477489
115.115,-40.62166667,0.047027342
2.583333333,-39.05,0.263682423
39.1167,-68.3667,0.125933477
-59.4697,-63.2646,0.036534001
-57.5378,-61.6319,0.076699896
-50.745,-61.1696,0.114571445
-54.3469,-61.1334,0.007065617
-52.2307,-60.4946,0.080036714
-47.9093,-60.187,0.361556133
-47.1678,-59.9911,0.211868371
-50.63,-63.06472222,0.448274082
-46.62138889,-62.0875,0.743505372
-45.86777778,-61.835,1.168251782
-48.09,-60.15805556,0.003468816
-170,-75,0.08887375
-165.5,-75,0.069361007
-164,-75,0.185754886
-95,-70,0.613752623
-90,-70,1.188025344
-100,-69,0.24706998
-95,-69,1.024480381
-90,-69,0.753065466
-105,-69,0.433956447
-100,-68,0.7044053
-95,-68,0.620560436
-105,-68,2.037486165
-105,-67,0.977589981
-100,-67,8.451473359
-90,-67,1.083939005
-149.9833333,-75.46666667,0.039046207
166,-75,0.4378418
172.8666667,-75,0.909734302
-177.75,-75,0.121433026
-149.9833333,-74.98333333,0.953675957
-140,-74.46666667,0.550322739
-150,-74,0.353067584
-145.0166667,-74,0.444653444
-112.1166667,-74,0.394707463
-118,-73.6,0.566011505
-113.5,-73.5,0.483869194
-149.2166667,-73.13333333,0.025927735
-120,-73.01666667,0.620911354
-140,-73,0.480911142
-115,-73,0.297010458
-112.7333333,-72.7,0.232463727
-116.5333333,-72.48333333,0.120858984
-117.8166667,-72.01666667,0.33497986
-140,-72,0.956013528
-150,-71.75,1.00246985
-146.1166667,-71.7,1.167127938
-150.0166667,-71,0.770306801
-140,-71,1.656972114
-144.9166667,-70.96666667,0.439647453
-119.9166667,-70.9,0.075735113
-120.0166667,-70.5,0.765402827
-115,-70.5,0.388288505
-150.0666667,-70.05,1.445355051
-145,-70,0.44381853
-140,-70,3.869531139
-120.0166667,-70,0.44548859
-115,-70,0.423851035
-119.9,-69,0.161108671
34.982,-67.0115,0.634825297
-120,-67,4.552287983
35.01233333,-66.6885,0.646136174
34.95466667,-64.68,0.089839563
35.009,-63.331,0.171334834
35.00783333,-62.66233333,1.668137204
39.97233333,-62.65033333,0.969900475
-0.019095,-69.597838,0.52422591
0.023854,-69.012566,0.699968285
-0.000581,-68.003737,0.319764191
3.004261,-67.9689,0.471047465
-0.016474,-67.004635,0.161066613
2.989133,-66.995871,0.337511359
2.977368,-66.012781,0.440552153
-0.002449,-66.006268,0.256369705
2.990931,-65.502351,0.727395601
-0.002919,-65.036701,0.320097401
2.998668,-64.996532,0.45823546
3.045936,-64.00952,0.210802323
-0.005912,-64.00811,0.417516892
2.99897,-62.990109,0.523249195
0.060483,-62.988556,0.327715838
-0.019536,-62.007862,0.359639345
2.997233,-62.000922,0.649288529
-0.005896,-61.00212,0.405569757
-0.002143,-60.501769,0.825098989
0.000067,-59.998347,0.294162196
-54,-61.3,3.781169452
-54,-61,6.04321312
10.083,-53.002,1.294326051
9.9961,-52.9972,0.83207635
-11.9766,-52.0075,3.939862683
10.007,-52.005,2.421214639
-8.0052,-52.002,4.156981836
10.0302,-50.9807,1.562151101
9.9866,-50.001,0.988608301
9.9942,-48.9954,2.190174059
9.9778,-47.9985,1.639335928
9.9924,-47.0079,1.905739385
10.00485,-45.9999,0.791274177
9.9842,-45.0469,0.825671861
165,-78.4,4.032979228
175,-78.2,1.164564666
180,-78,1.500151462
-175,-77.4,1.849914758
-174.5,-77.35,0.453587467
-168,-77.2,0.363160454
164,-76.6,0.363160454
-167,-76.5,0.453587467
170,-76.2,0.19478311
162.5,-76,2.459690973
-170,-75,0.363160454
-174,-74.5,0.363160454
-178.5,-72.5,1.731873769
180,-70.2,0.547398335
180,-67.5,0.949920337
-52.2,-63.8,0.0476199
-51,-63.8,0.078021004
-51,-63.5,0.108531962
-52.2,-63.4,0.03032208
-50.5,-63.2,0.163398523
-58.8,-63,0.394644523
-54.8,-62.6,0.044863529
-51,-62.6,0.195685106
-56.6,-62.5,0.413516205
-54.4,-62.5,0.011950518
-52.5,-62.3,0.021313221
-55.6,-62.2,0.251998672
-54.8,-62,1.179587538
-57.2,-61.9,0.282801309
-56.2,-61.7,0.182923698
-54,-61.7,0.306423986
-55.5,-61.5,0.149066749
-52.5,-61.5,0.417130827
-54.6,-61.4,0.005744511
-55.8,-61.2,0.121633304
-53,-61,0.560314091
-54.2,-60.7,0.1212361
-53.5,-60.6,0.749039882
-55,-60.4,0.088313134
-54,-60,0.153444639
-55.5,-59.7,0.400265043
-54.6,-59.5,0.492697372
-64.5,-63,1.0375
-59.5,-63,0.044895022
63,-45.8,5.318681273
64,-44,1.424673192
62.5,-43,2.238660372
63,-46,0.800737114
167.7833333,-76.4,0.648281543
170.7333333,-75,0.510117498
169.4833333,-74.98333333,0.377434297
172.0166667,-74.98333333,0.729274557
173.8833333,-74.98333333,0.570588096
165.4333333,-74.96666667,0.868562718
164.85,-74.91666667,1.806552231
165.1333333,-74.86666667,0.885717984
165.6,-74.85,1.018957592
166.0166667,-74.85,1.511138228
165.4833333,-74.83333333,1.280501127
169.4666667,-74.81666667,0.574128899
165.4666667,-74.8,1.067892283
164.9666667,-74.78333333,1.402283956
165.35,-74.75,1.199820813
165.7666667,-74.75,0.933669163
165.4666667,-74.7,2.008548314
166.0666667,-74.68333333,0.824869953
-61.4,-63.61,0.004206975
-60.45,-63.5,0.000347687
-61.58,-63.4,0.032513603
-60.56,-63.31,0.003265789
-61.88,-63.11,0.031283279
-60.13,-62.93,0.004057891
-59.45,-62.93,0.002009397
-62.15,-62.91,0.000105114
-62.5,-62.75,0.001708155
-62.76,-62.5,0.000201778
-60.5,-62.33,0.034596229
-61.7,-62.25,0.038380934
-59.15,-61.98,0.002960083
-60.63,-61.86,0.055042513
-58.23,-61.8,0.015052367
-59.5,-61.7,0.051218934
-59.81,-61.65,0.036308194
-58.45,-61.45,0.002189528
-60.03,-60.83,1.112933049
-44,-60.66,0.013221679
-42.95,-60.65,6.10E-05
-45,-60.5,0.003425888
-43,-60.16,0.012126599
-42,-60.16,0.757883328
-43.08,-59.85,0.002353517
-44.96,-59.73,0.100197577
-43.95,-59.71,0.124804662
-42,-59.66,0.086544921
-43,-59.23,0.04230224
-44.05,-59.21,0.022105235
-42,-59.2,0.062948945
-45,-59,0.065906921
-43,-58.73,0.311546924
-44.03,-58.71,0.040444383
-42,-58.55,0.006200842
157.1667,-45.8833,0.062010642
126.2,-64.45,0.826733574
115.2167,-64.3333,0.102896124
134.85,-64,0.490085742
136,-60.5833,1.833416477
136.4,-59.4167,0.905457992
138.2333,-56.2167,2.306323914
138.7,-55.0333,0.838775547
139.7333,-51.95,0.020798844
140.1,-50.8833,0.004780372
-99.35,-70.4233,0.11719407
-110.9333,-70.215,0.16337506
-102.9167,-70.1167,0.079777023
-95.075,-69.3217,0.522705363
-114.8333,-68.3833,0.17906503
-90.95,-67.9833,2.043000011
-115.52,-66.8767,3.565939433
-89.1133,-65.9233,9.530482095
-115.0567,-65.8483,0.325780966
-115.045,-65.84,2.831390954
-86.87,-65.1583,1.034350621
-114.7933,-64.9533,9.316899075
-114.5583,-63.7117,4.420101639
-86.9633,-63.63,0.251550415
-86.8867,-63.1083,1.310396865
-115.2783,-62.9617,0.09110246
-115.25,-61.49,6.974229393
-114.715,-60.9333,0.587362236
-114.9467,-59.9417,3.376947781
-114.66,-59.75,10.00909219
-114.7833,-58.9633,1.126879117
-115.2317,-57.79,0.502820163
-57.0667,-57.95,1.423901464
-57.0167,-57.9167,1.593587584
-61.6833,-56.05,1.462031204
-51.9167,-55.95,1.802327082
-51.8833,-55.9333,2.306088326
-51.95,-54.5167,0.282650305
-75.7833,-53.1333,1.877260325
-75.3,-52.9333,5.970311328
177.3167,-77.8,11.75533052
175.3333,-77.6,6.693821493
172.5333,-77.3167,10.97395731
168.0833,-76.5,1.41199038
168.8667,-75.4333,2.230894387
-174.6,-74.85,11.78706248
170.4833,-74.6167,3.858991628
-178.9333,-73.9,11.96833947
171.6167,-72.5333,14.6290143
178.5,-72,4.093249253
166.4,-71.0333,2.671863809
171.8333,-70.8833,3.638610424
174.55,-68.0667,5.442144209
176.3833,-65.9833,9.476558229
177.6667,-62.9833,9.274627595
75.75,-69.3033,0.992993865
74.0367,-68.7117,0.950140727
77.0833,-68.32,5.155072478
73.1,-68.3033,1.868143181
29.6167,-67.9467,0.981084307
77.035,-67.6217,0.898050943
70.55,-67.4133,1.844489894
68.955,-67.1617,1.190926579
77.1,-66.83,6.797994894
67.83,-66.6917,0.099249306
77.04,-66.5583,2.608562684
89.7133,-66.1033,2.09204052
77.0367,-65.9717,9.984992853
89.455,-65.7533,1.557337769
86.82,-65.4367,11.93641713
89.5867,-65.4133,3.107066772
90.55,-65.1033,2.408933858
91.88,-65.0217,2.605312129
77.15,-64.9917,4.183125459
91.3333,-64.7167,3.217055808
83.7733,-64.105,14.31452541
77.48,-63.8033,7.598764917
91.8717,-63.6467,0.92499635
77.425,-62.6867,2.199970245
86.3533,-62.57,3.653807394
91.6717,-61.4483,2.56654604
77.31,-61.425,1.090158377
77.355,-60.0417,0.529298696
82.3917,-60.01,1.283173734
78.0433,-59.07,0.674229942
149.5333,-66.9833,3.267684771
114.1167,-62.8667,0.110003077
-35.5,-65.5,0.148679694
-35.5,-65.5,0.179294912
-45,-65.3,0.128300465
-45,-65.3,0.174918223
-134.3333333,-61.13333333,0.607690143
-135,-56.91666667,0.267035966
-135.05,-56,0.170249988
-135,-55.01666667,0.34104649
-40.634,-62.017,0.121606508
-39.168,-61.998,0.052455559
-38.667,-61.998,0.068049806
-38.667,-61.75,0.090623231
-39.167,-61.667,0.085281568
-34.678,-60.658,0.231284671
-34.417,-60.333,0.542580013
-34.007,-60.002,0.242555667
-53.369,-62.608,0.146463875
-54.007,-62.148,0.039890297
-53.703,-62.086,0.649642476
-36.502,-62,0.01499973
-39.165,-61.998,0.090491469
-36.822,-61.998,0.022794037
-38.667,-61.997,0.465761282
-37.583,-61.905,0.015164172
-38.668,-61.752,0.050622324
-39.165,-61.667,0.024092706
-35.673,-61.588,0.047465129
-36.833,-61.5,0.716493443
-36.417,-61.498,0.76258516
-34.248,-61.428,0.035152572
-34.672,-61.35,0.020279992
-37.248,-61.332,0.216640062
-36.665,-61.255,0.404373871
-37.832,-61.25,0.445205665
-36.177,-61.168,0.655495147
-35.665,-60.927,0.373987455
-38.212,-60.917,0.616220627
-36.163,-60.832,0.870681346
-37.83,-60.665,0.725607467
-34.678,-60.657,0.781677444
-35.333,-60.583,0.749724663
-34.41,-60.335,0.319652157
-36.75,-60.255,0.629885432
-37.168,-60.21,0.351915381
-34.077,-60.023,0.412077776
-36.167,-59.672,0.204855278
-35.42,-59.592,0.516246666
-34.238,-59.587,0.331830712
-36.697,-59.415,0.522240958
-34.812,-59.252,0.612662047
-35.427,-59.083,0.115299623
-15,-71,0.815917462
-56.9,-62.4,40.6465062
-15,-62,1.044172403
-55.5,-60.83,3.288036902
-76.43333333,-71.3,0.618496363
-104.8865,-71.09166667,0.759635426
-102.3373333,-71.02,0.416715162
-93.76816667,-70.34333333,0.483723121
-76.75333333,-70.325,0.420884607
-87.22,-70.23833333,0.661246382
-77.08333333,-70.04166667,0.341583925
-80.46833333,-70.015,0.195273107
-37.5,-54.4,1.599391014
38.2,-53.6,2.133453352
-179.2798,-68.09,2.1625
-178.9153,-67.6122,1.0125
-179.8685,-67.3765,4.055851064
170.8488,-66.9447,0.75
171.3285,-66.6982,1.9125
-79.56333333,-68.3,0.080604107
-79.37,-66.04,0.109511615
-79.24166667,-64.525,0.343869381
-79.105,-62.91833333,0.380675296
-78.98,-61.45166667,0.524215673
-79.00666667,-59.92,0.187701145
-78.89666667,-58.43,0.380675296
-78.77166667,-56.935,0.22934344
-78.48666667,-55.75166667,0.204177291
100.185,-63.985,0.139875253
102.0516667,-61.245,0.343869381
104.8766667,-57.29,0.737538179
106.4316667,-54.53666667,0.779583479
-15.48,-69.82833333,0.399325513
-17.92,-68.325,0.195908034
-20.90166667,-66.00666667,0.263682423
-22.77666667,-64.27333333,0.380675296
-24.53333333,-62.54166667,0.504612259
-26.67333333,-60.59333333,0.543951959
-31.475,-57.03666667,0.380675296
-111.6666667,-66.84666667,1.289783366
-65.40833333,-61.315,0.553868952
-43.26,-61.16,0.418133892
-39.91166667,-58.55,1.095960458
-62.71333333,-58.30333333,0.343869381
-51.10333333,-57.58166667,0.307760132
-36.715,-55.93833333,0.37141102
-53.52666667,-55.68666667,0.624166034
-60.075,-55.305,0.624166034
-56.34833333,-53.03833333,0.504612259
0.403333333,-68,0.171481513
0.741666667,-67.26,0.124526563
0.2,-64.48333333,0.147667104
0.195,-61.86183333,0.10213804
19.02333333,-61.17166667,0.380675296
19.16833333,-59.29,0.16347259
19.305,-57.39833333,0.187701145
19.46,-55.365,0.33477489
19.61333333,-52.95166667,0.654745461
19.71666667,-50.325,0.171481513
19.62333333,-47.44666667,0.179558356
19.38166667,-44.57,0.475463506
12.8833,-59.8667,1.215253768
12.95,-58.4833,16.88115593
13.1167,-55.8167,14.65377333
13.4167,-54.4,1.213905619
13.4833,-51.7667,2.778380267
13.5833,-50.3667,7.007762583
13.7167,-47.6167,0.854060677
14.2667,-46.2333,0.528959269
26.5167,-57.75,0.06502568
41.5667,-55.4,0.02883536
41.0167,-55.2333,0.506844617
43.2833,-52.0667,0.560616541
43.2833,-52.0667,0.665047612
43.2833,-52.0667,0.229632902
43.2833,-52.0667,0.422914272
44.9833,-57.5167,7.965782787
45,-54.1,1.061327755
45.0167,-50.2167,0.692074185
49.4667,-55.2833,0.44613748
48.1,-51.0667,0.836932283
48.2667,-46.6667,1.29985003
42.0667,-53.65,0.313347326
42.15,-48.85,0.383579458
40.3167,-65,0.315156805
40.85,-60.65,3.399294744
39.85,-58.9,1.331021468
37.6667,-52.9333,0.672134356
46.0667,-62.1833,0.405379038
39.5667,-58.1333,0.008104375
41.7167,-56.9667,0.182545926
45.0667,-56.2333,0.117297896
46.9167,-47.75,1.097798644
141.7667,-64.0167,0.034739148
74.7833,-64,0.010157383
108.45,-64,0.073457847
149.9333,-64,0.058479794
158,-64,0.039618247
125.0167,-63.9833,5.608295928
67.1167,-63.95,0.010407223
133.2333,-63.9333,0.142665116
99.85,-63.9167,0.157170603
91.8333,-63.8833,0.101184378
83.8,-63.8667,0.030453652
157.95,-60.2833,0.656394161
150,-63,0.289068363
150,-59.6667,7.583809314
150.2333,-52.0333,0.328049377
150.15,-47.1167,0.081201952
137.3,-61.0833,2.450120112
76.6833,-61.0333,0.011320194
99.3,-61.0333,0.84813546
114.45,-61.0333,0.438419328
122.15,-61,0.781814899
144.9,-61,2.250014477
67.7167,-60.9667,0.01011729
107.0833,-60.9667,0.491277619
149.9333,-56.6,1.447887156
150.05,-47.9167,0.049750519
150.05,-47.7333,0.683659183
46.7333,-65.0667,0.315420464
150.1333,-64.7833,0.116651277
63.55,-64.35,0.070978083
133.2833,-63.95,0.099566186
84.3667,-63.5167,1.332094331
93.55,-63.5,6.102682385
123.65,-63.4833,0.183236056
102,-63.4167,6.724586984
113.05,-63.4167,0.065218063
150.2167,-56.5167,0.156174741
150.2833,-52.7833,0.360798819
75.1667,-66.0167,0.222346972
133.8667,-63.5333,0.360930182
115.8167,-63.1167,0.975846675
97.0333,-63.1,3.493997616
125.3333,-63.0167,1.254803583
105.6167,-62.9,3.094970997
148.7833,-56.1167,0.916975259
151.0833,-46.9333,0.788560213
150.3,-65.0167,5.410488535
117.6,-62.5667,1.601656474
98.7,-62.5333,8.703712856
88.7,-62.5167,0.557858115
108.85,-62.5167,1.068372251
128.3,-62.5,0.721302252
140.3167,-64.6833,0.061876596
108.9167,-64.2167,0.067965976
120.8833,-64.1167,0.029454445
148.75,-64.1167,0.041392266
131.6667,-64.05,0.060147955
83.85,-63.3833,0.074717901
70.1833,-62.9833,0.065652903
150.1,-57.5167,0.661315161
150.9667,-52.1333,0.638957245
151.3667,-47.1,0.13947792
138.9167,-64.9167,0.111251189
131.45,-63.7333,1.741609388
113.8667,-63.5333,1.263879485
92.1667,-63.45,2.671382223
103.3667,-63.45,0.272832275
123.95,-63.45,4.065911827
80.6333,-63.05,2.005680172
142.0333,-61.9667,0.174407813
143.6,-58.2167,0.344225919
145.4833,-52.7833,0.097541341
140.1,-65,0.215364469
146.9667,-64.9667,0.568681243
130.6,-64.0667,3.158171996
126.7,-63.8333,0.912878859
118.8333,-63.5,5.867472254
147.15,-60.5833,2.285054242
147,-51.5,1.32779132
140.0833,-63.5167,0.402937945
120.35,-63.5,0.893834482
131.0667,-63.4833,0.414665395
54.3167,-63.4667,0.672969457
88.9,-62.9,0.933460777
65.5833,-62.8833,0.065005657
72.15,-62.5833,0.984345429
79.9833,-61.3,1.710876677
149.9833,-60.95,0.418936455
85.4833,-59.9333,0.969499924
150,-56.4167,0.248037774
150,-45.9333,2.98052944
77.4167,-65.2333,0.39332462
128.2833,-62.9333,0.40784301
150.15,-51.9333,0.331546148
150.15,-47.8167,0.384127883
149.95,-63,1.763825949
80.0167,-61.3167,2.492384372
149.9667,-59.65,1.531950555
150.0167,-56.6,0.213576995
150.0167,-52.3,0.30009374
150.0333,-47.65,0.328785006
140.0667,-64.0167,0.276527795
150.0833,-63.9667,1.142483744
